Longitude,Latitude
342.440748,-69.655783
342.438017,-69.6557961
342.435288,-69.6558091
342.432558,-69.6558221
342.429829,-69.655835
342.427101,-69.655848
342.424373,-69.6558608
342.421645,-69.6558737
342.418918,-69.6558864
342.416192,-69.6558992
342.413466,-69.6559119
342.410741,-69.6559245
342.408016,-69.6559372
342.405291,-69.6559497
342.402567,-69.6559623
342.399844,-69.6559748
342.397121,-69.6559872
342.394398,-69.6559996
342.391676,-69.656012
342.388955,-69.6560244
342.386234,-69.6560366
342.383513,-69.6560489
342.380793,-69.6560611
342.378073,-69.6560733
342.375354,-69.6560854
342.372663,-69.6560974
342.702183,-69.6534236
342.699404,-69.6534407
342.696627,-69.6534578
342.69385,-69.6534748
342.691073,-69.6534918
342.688297,-69.6535087
342.685522,-69.6535256
342.682747,-69.6535425
342.679972,-69.6535593
342.677198,-69.653576
342.674424,-69.6535928
342.671651,-69.6536095
342.668879,-69.6536261
342.666107,-69.6536427
342.663336,-69.6536592
342.660565,-69.6536757
342.657794,-69.6536922
342.655024,-69.6537086
342.652255,-69.653725
342.649486,-69.6537413
342.646717,-69.6537576
342.643949,-69.6537739
342.641182,-69.6537901
342.638415,-69.6538063
342.635649,-69.6538224
342.632883,-69.6538384
342.630118,-69.6538545
342.627353,-69.6538705
342.624588,-69.6538864
342.621824,-69.6539023
342.619061,-69.6539182
342.616298,-69.653934
342.613536,-69.6539498
342.610774,-69.6539655
342.608013,-69.6539812
342.605252,-69.6539968
342.602492,-69.6540124
342.599732,-69.654028
342.596973,-69.6540435
342.594214,-69.654059
342.591455,-69.6540744
342.588698,-69.6540898
342.58594,-69.6541052
342.583184,-69.6541205
342.580427,-69.6541357
342.577672,-69.6541509
342.574916,-69.6541661
342.572162,-69.6541813
342.569407,-69.6541963
342.566654,-69.6542114
342.5639,-69.6542264
342.561148,-69.6542414
342.558395,-69.6542563
342.555644,-69.6542712
342.552892,-69.654286
342.550142,-69.6543008
342.547391,-69.6543155
342.544642,-69.6543302
342.541892,-69.6543449
342.539144,-69.6543595
342.536395,-69.6543741
342.533648,-69.6543886
342.5309,-69.6544031
342.528154,-69.6544176
342.525408,-69.654432
342.522662,-69.6544464
342.519917,-69.6544607
342.517172,-69.654475
342.514428,-69.6544892
342.511684,-69.6545034
342.508941,-69.6545176
342.506198,-69.6545317
342.503456,-69.6545458
342.500714,-69.6545598
342.497973,-69.6545738
342.495232,-69.6545878
342.492492,-69.6546017
342.489752,-69.6546155
342.487013,-69.6546294
342.484274,-69.6546431
342.481536,-69.6546569
342.478798,-69.6546706
342.476061,-69.6546842
342.473324,-69.6546978
342.470588,-69.6547114
342.467852,-69.6547249
342.465117,-69.6547384
342.462382,-69.6547519
342.459648,-69.6547653
342.456914,-69.6547786
342.454181,-69.654792
342.451448,-69.6548052
342.448716,-69.6548185
342.445984,-69.6548317
342.443253,-69.6548448
342.440522,-69.6548579
342.437792,-69.654871
342.435062,-69.654884
342.432333,-69.654897
342.429604,-69.65491
342.426876,-69.6549229
342.424148,-69.6549358
342.42142,-69.6549486
342.418694,-69.6549614
342.415967,-69.6549741
342.413241,-69.6549868
342.410516,-69.6549995
342.407791,-69.6550121
342.405067,-69.6550247
342.402343,-69.6550372
342.39962,-69.6550497
342.396897,-69.6550621
342.394174,-69.6550745
342.391453,-69.6550869
342.388731,-69.6550992
342.38601,-69.6551115
342.38329,-69.6551238
342.38057,-69.655136
342.377851,-69.6551481
342.375132,-69.6551603
342.37244,-69.6551722
342.701945,-69.6524988
342.699167,-69.6525159
342.696389,-69.652533
342.693612,-69.65255
342.690836,-69.652567
342.68806,-69.6525839
342.685284,-69.6526008
342.682509,-69.6526177
342.679735,-69.6526345
342.676961,-69.6526512
342.674188,-69.652668
342.671415,-69.6526846
342.668643,-69.6527013
342.665871,-69.6527179
342.663099,-69.6527344
342.660329,-69.6527509
342.657558,-69.6527674
342.654788,-69.6527838
342.652019,-69.6528002
342.64925,-69.6528165
342.646482,-69.6528328
342.643714,-69.652849
342.640947,-69.6528652
342.63818,-69.6528814
342.635414,-69.6528975
342.632648,-69.6529136
342.629883,-69.6529296
342.627118,-69.6529456
342.624354,-69.6529615
342.62159,-69.6529774
342.618827,-69.6529933
342.616064,-69.6530091
342.613302,-69.6530249
342.61054,-69.6530406
342.607779,-69.6530563
342.605018,-69.6530719
342.602258,-69.6530875
342.599499,-69.6531031
342.596739,-69.6531186
342.593981,-69.6531341
342.591223,-69.6531495
342.588465,-69.6531649
342.585708,-69.6531802
342.582951,-69.6531955
342.580195,-69.6532108
342.577439,-69.653226
342.574684,-69.6532412
342.57193,-69.6532563
342.569175,-69.6532714
342.566422,-69.6532864
342.563669,-69.6533014
342.560916,-69.6533164
342.558164,-69.6533313
342.555412,-69.6533462
342.552661,-69.653361
342.549911,-69.6533758
342.54716,-69.6533906
342.544411,-69.6534053
342.541662,-69.6534199
342.538913,-69.6534345
342.536165,-69.6534491
342.533417,-69.6534637
342.53067,-69.6534781
342.527924,-69.6534926
342.525178,-69.653507
342.522432,-69.6535214
342.519687,-69.6535357
342.516942,-69.65355
342.514198,-69.6535642
342.511455,-69.6535784
342.508712,-69.6535926
342.505969,-69.6536067
342.503227,-69.6536208
342.500485,-69.6536348
342.497744,-69.6536488
342.495004,-69.6536627
342.492264,-69.6536766
342.489524,-69.6536905
342.486785,-69.6537043
342.484046,-69.6537181
342.481308,-69.6537318
342.47857,-69.6537455
342.475833,-69.6537592
342.473097,-69.6537728
342.470361,-69.6537863
342.467625,-69.6537999
342.46489,-69.6538133
342.462155,-69.6538268
342.459421,-69.6538402
342.456688,-69.6538535
342.453954,-69.6538669
342.451222,-69.6538801
342.44849,-69.6538934
342.445758,-69.6539066
342.443027,-69.6539197
342.440296,-69.6539328
342.437566,-69.6539459
342.434836,-69.6539589
342.432107,-69.6539719
342.429378,-69.6539849
342.42665,-69.6539978
342.423923,-69.6540106
342.421195,-69.6540234
342.418469,-69.6540362
342.415742,-69.654049
342.413017,-69.6540617
342.410292,-69.6540743
342.407567,-69.6540869
342.404843,-69.6540995
342.402119,-69.654112
342.399396,-69.6541245
342.396673,-69.654137
342.393951,-69.6541494
342.391229,-69.6541617
342.388508,-69.6541741
342.385787,-69.6541863
342.383067,-69.6541986
342.380347,-69.6542108
342.377627,-69.654223
342.374909,-69.6542351
342.372217,-69.654247
342.701706,-69.6515737
342.698928,-69.6515908
342.696151,-69.6516079
342.693374,-69.6516249
342.690597,-69.6516419
342.687822,-69.6516588
342.685046,-69.6516757
342.682272,-69.6516925
342.679497,-69.6517093
342.676723,-69.6517261
342.67395,-69.6517428
342.671177,-69.6517595
342.668405,-69.6517761
342.665634,-69.6517927
342.662862,-69.6518093
342.660092,-69.6518258
342.657321,-69.6518422
342.654552,-69.6518586
342.651783,-69.651875
342.649014,-69.6518913
342.646246,-69.6519076
342.643478,-69.6519239
342.640711,-69.6519401
342.637944,-69.6519562
342.635178,-69.6519723
342.632412,-69.6519884
342.629647,-69.6520044
342.626883,-69.6520204
342.624119,-69.6520363
342.621355,-69.6520522
342.618592,-69.6520681
342.615829,-69.6520839
342.613067,-69.6520997
342.610306,-69.6521154
342.607545,-69.6521311
342.604784,-69.6521467
342.602024,-69.6521623
342.599264,-69.6521779
342.596505,-69.6521934
342.593747,-69.6522088
342.590989,-69.6522243
342.588231,-69.6522396
342.585474,-69.652255
342.582718,-69.6522703
342.579962,-69.6522855
342.577206,-69.6523007
342.574451,-69.6523159
342.571697,-69.652331
342.568943,-69.6523461
342.566189,-69.6523612
342.563436,-69.6523761
342.560684,-69.6523911
342.557932,-69.652406
342.55518,-69.6524209
342.552429,-69.6524357
342.549679,-69.6524505
342.546929,-69.6524652
342.544179,-69.6524799
342.54143,-69.6524946
342.538682,-69.6525092
342.535934,-69.6525238
342.533186,-69.6525383
342.530439,-69.6525528
342.527693,-69.6525673
342.524947,-69.6525817
342.522201,-69.652596
342.519456,-69.6526103
342.516712,-69.6526246
342.513968,-69.6526389
342.511225,-69.6526531
342.508482,-69.6526672
342.505739,-69.6526813
342.502997,-69.6526954
342.500256,-69.6527094
342.497515,-69.6527234
342.494774,-69.6527373
342.492034,-69.6527512
342.489295,-69.6527651
342.486556,-69.6527789
342.483817,-69.6527927
342.481079,-69.6528064
342.478342,-69.6528201
342.475605,-69.6528337
342.472868,-69.6528474
342.470132,-69.6528609
342.467397,-69.6528744
342.464662,-69.6528879
342.461927,-69.6529014
342.459193,-69.6529148
342.45646,-69.6529281
342.453727,-69.6529414
342.450994,-69.6529547
342.448262,-69.6529679
342.445531,-69.6529811
342.4428,-69.6529943
342.440069,-69.6530074
342.437339,-69.6530204
342.43461,-69.6530335
342.431881,-69.6530465
342.429152,-69.6530594
342.426424,-69.6530723
342.423696,-69.6530851
342.420969,-69.653098
342.418243,-69.6531107
342.415517,-69.6531235
342.412791,-69.6531362
342.410066,-69.6531488
342.407341,-69.6531614
342.404617,-69.653174
342.401894,-69.6531865
342.399171,-69.653199
342.396448,-69.6532115
342.393726,-69.6532239
342.391004,-69.6532362
342.388283,-69.6532485
342.385562,-69.6532608
342.382842,-69.6532731
342.380123,-69.6532853
342.377403,-69.6532974
342.374685,-69.6533095
342.371994,-69.6533215
342.701467,-69.6506486
342.698689,-69.6506657
342.695912,-69.6506828
342.693135,-69.6506998
342.690359,-69.6507168
342.687583,-69.6507337
342.684808,-69.6507506
342.682034,-69.6507674
342.679259,-69.6507842
342.676486,-69.650801
342.673713,-69.6508177
342.67094,-69.6508344
342.668168,-69.650851
342.665396,-69.6508676
342.662625,-69.6508841
342.659855,-69.6509006
342.657085,-69.6509171
342.654315,-69.6509335
342.651546,-69.6509498
342.648777,-69.6509662
342.646009,-69.6509824
342.643242,-69.6509987
342.640475,-69.6510149
342.637708,-69.651031
342.634942,-69.6510471
342.632177,-69.6510632
342.629412,-69.6510792
342.626647,-69.6510952
342.623883,-69.6511111
342.62112,-69.651127
342.618357,-69.6511429
342.615594,-69.6511587
342.612833,-69.6511744
342.610071,-69.6511902
342.60731,-69.6512058
342.60455,-69.6512215
342.60179,-69.6512371
342.59903,-69.6512526
342.596271,-69.6512681
342.593513,-69.6512836
342.590755,-69.651299
342.587998,-69.6513144
342.585241,-69.6513297
342.582484,-69.651345
342.579728,-69.6513603
342.576973,-69.6513755
342.574218,-69.6513906
342.571464,-69.6514058
342.56871,-69.6514208
342.565957,-69.6514359
342.563204,-69.6514509
342.560451,-69.6514658
342.557699,-69.6514807
342.554948,-69.6514956
342.552197,-69.6515104
342.549447,-69.6515252
342.546697,-69.6515399
342.543948,-69.6515546
342.541199,-69.6515693
342.53845,-69.6515839
342.535703,-69.6515985
342.532955,-69.651613
342.530208,-69.6516275
342.527462,-69.6516419
342.524716,-69.6516563
342.521971,-69.6516707
342.519226,-69.651685
342.516482,-69.6516993
342.513738,-69.6517135
342.510994,-69.6517277
342.508252,-69.6517418
342.505509,-69.651756
342.502767,-69.65177
342.500026,-69.651784
342.497285,-69.651798
342.494545,-69.651812
342.491805,-69.6518258
342.489066,-69.6518397
342.486327,-69.6518535
342.483589,-69.6518673
342.480851,-69.651881
342.478113,-69.6518947
342.475376,-69.6519083
342.47264,-69.6519219
342.469904,-69.6519355
342.467169,-69.651949
342.464434,-69.6519625
342.4617,-69.6519759
342.458966,-69.6519893
342.456232,-69.6520027
342.453499,-69.652016
342.450767,-69.6520293
342.448035,-69.6520425
342.445304,-69.6520557
342.442573,-69.6520688
342.439842,-69.6520819
342.437113,-69.652095
342.434383,-69.652108
342.431654,-69.652121
342.428926,-69.6521339
342.426198,-69.6521468
342.42347,-69.6521597
342.420743,-69.6521725
342.418017,-69.6521853
342.415291,-69.652198
342.412566,-69.6522107
342.409841,-69.6522233
342.407116,-69.6522359
342.404392,-69.6522485
342.401669,-69.652261
342.398946,-69.6522735
342.396223,-69.6522859
342.393501,-69.6522983
342.39078,-69.6523107
342.388059,-69.652323
342.385338,-69.6523353
342.382618,-69.6523475
342.379899,-69.6523597
342.37718,-69.6523719
342.374461,-69.652384
342.37177,-69.6523959
342.701229,-69.6497232
342.698451,-69.6497403
342.695674,-69.6497573
342.692897,-69.6497743
342.690121,-69.6497913
342.687346,-69.6498082
342.684571,-69.6498251
342.681796,-69.649842
342.679022,-69.6498588
342.676249,-69.6498755
342.673476,-69.6498922
342.670703,-69.6499089
342.667931,-69.6499255
342.66516,-69.6499421
342.662389,-69.6499586
342.659618,-69.6499751
342.656848,-69.6499916
342.654079,-69.650008
342.65131,-69.6500244
342.648542,-69.6500407
342.645774,-69.6500569
342.643006,-69.6500732
342.640239,-69.6500894
342.637473,-69.6501055
342.634707,-69.6501216
342.631942,-69.6501377
342.629177,-69.6501537
342.626412,-69.6501697
342.623649,-69.6501856
342.620885,-69.6502015
342.618122,-69.6502173
342.61536,-69.6502331
342.612598,-69.6502489
342.609837,-69.6502646
342.607076,-69.6502803
342.604316,-69.6502959
342.601556,-69.6503115
342.598797,-69.6503271
342.596038,-69.6503426
342.59328,-69.650358
342.590522,-69.6503734
342.587765,-69.6503888
342.585008,-69.6504041
342.582251,-69.6504194
342.579496,-69.6504347
342.57674,-69.6504499
342.573986,-69.650465
342.571231,-69.6504802
342.568478,-69.6504952
342.565724,-69.6505103
342.562972,-69.6505253
342.560219,-69.6505402
342.557468,-69.6505551
342.554716,-69.65057
342.551966,-69.6505848
342.549216,-69.6505996
342.546466,-69.6506143
342.543717,-69.650629
342.540968,-69.6506437
342.53822,-69.6506583
342.535472,-69.6506728
342.532725,-69.6506874
342.529978,-69.6507018
342.527232,-69.6507163
342.524486,-69.6507307
342.521741,-69.650745
342.518996,-69.6507593
342.516252,-69.6507736
342.513508,-69.6507878
342.510765,-69.650802
342.508022,-69.6508162
342.50528,-69.6508303
342.502538,-69.6508443
342.499797,-69.6508584
342.497056,-69.6508723
342.494316,-69.6508863
342.491576,-69.6509002
342.488837,-69.650914
342.486098,-69.6509278
342.48336,-69.6509416
342.480622,-69.6509553
342.477885,-69.650969
342.475148,-69.6509826
342.472412,-69.6509962
342.469676,-69.6510098
342.466941,-69.6510233
342.464206,-69.6510368
342.461472,-69.6510502
342.458738,-69.6510636
342.456005,-69.651077
342.453272,-69.6510903
342.45054,-69.6511035
342.447808,-69.6511168
342.445077,-69.6511299
342.442346,-69.6511431
342.439616,-69.6511562
342.436886,-69.6511692
342.434157,-69.6511823
342.431428,-69.6511952
342.4287,-69.6512082
342.425972,-69.6512211
342.423245,-69.6512339
342.420518,-69.6512467
342.417792,-69.6512595
342.415066,-69.6512722
342.412341,-69.6512849
342.409616,-69.6512975
342.406891,-69.6513101
342.404167,-69.6513227
342.401444,-69.6513352
342.398721,-69.6513477
342.395999,-69.6513601
342.393277,-69.6513725
342.390556,-69.6513849
342.387835,-69.6513972
342.385114,-69.6514095
342.382394,-69.6514217
342.379675,-69.6514339
342.376956,-69.6514461
342.374238,-69.6514582
342.371547,-69.6514701
342.70099,-69.6487977
342.698213,-69.6488148
342.695436,-69.6488319
342.692659,-69.6488489
342.689884,-69.6488659
342.687108,-69.6488828
342.684333,-69.6488997
342.681559,-69.6489165
342.678785,-69.6489333
342.676011,-69.6489501
342.673239,-69.6489668
342.670466,-69.6489834
342.667694,-69.649
342.664923,-69.6490166
342.662152,-69.6490332
342.659382,-69.6490496
342.656612,-69.6490661
342.653843,-69.6490825
342.651074,-69.6490989
342.648306,-69.6491152
342.645538,-69.6491314
342.642771,-69.6491477
342.640004,-69.6491639
342.637238,-69.64918
342.634472,-69.6491961
342.631707,-69.6492122
342.628942,-69.6492282
342.626178,-69.6492441
342.623414,-69.6492601
342.620651,-69.649276
342.617888,-69.6492918
342.615126,-69.6493076
342.612364,-69.6493234
342.609603,-69.6493391
342.606842,-69.6493547
342.604082,-69.6493704
342.601322,-69.649386
342.598563,-69.6494015
342.595804,-69.649417
342.593046,-69.6494325
342.590289,-69.6494479
342.587531,-69.6494632
342.584775,-69.6494786
342.582019,-69.6494939
342.579263,-69.6495091
342.576508,-69.6495243
342.573753,-69.6495395
342.570999,-69.6495546
342.568246,-69.6495696
342.565492,-69.6495847
342.56274,-69.6495997
342.559988,-69.6496146
342.557236,-69.6496295
342.554485,-69.6496444
342.551734,-69.6496592
342.548984,-69.649674
342.546235,-69.6496887
342.543486,-69.6497034
342.540737,-69.649718
342.537989,-69.6497326
342.535241,-69.6497472
342.532494,-69.6497617
342.529748,-69.6497762
342.527001,-69.6497906
342.524256,-69.649805
342.521511,-69.6498194
342.518766,-69.6498337
342.516022,-69.6498479
342.513278,-69.6498622
342.510535,-69.6498764
342.507793,-69.6498905
342.505051,-69.6499046
342.502309,-69.6499187
342.499568,-69.6499327
342.496827,-69.6499466
342.494087,-69.6499606
342.491348,-69.6499745
342.488609,-69.6499883
342.48587,-69.6500021
342.483132,-69.6500159
342.480394,-69.6500296
342.477657,-69.6500433
342.474921,-69.6500569
342.472184,-69.6500705
342.469449,-69.6500841
