Longitude,Latitude
342.558636,-69.4663875
342.555901,-69.4664024
342.553166,-69.4664171
342.550432,-69.4664319
342.547699,-69.4664466
342.544966,-69.4664612
342.542233,-69.4664758
342.539501,-69.4664904
342.53677,-69.4665049
342.534039,-69.4665194
342.531308,-69.4665338
342.528578,-69.4665482
342.525849,-69.4665626
342.52312,-69.4665769
342.520391,-69.4665911
342.517663,-69.4666054
342.514936,-69.4666196
342.512209,-69.4666337
342.509482,-69.4666478
342.506756,-69.4666619
342.50403,-69.4666759
342.501305,-69.4666899
342.498581,-69.4667038
342.495857,-69.4667177
342.493133,-69.4667315
342.49041,-69.4667454
342.487688,-69.4667591
342.484966,-69.4667728
342.482244,-69.4667865
342.479523,-69.4668002
342.476802,-69.4668138
342.474082,-69.4668273
342.471363,-69.4668409
342.468644,-69.4668543
342.465925,-69.4668678
342.463207,-69.4668812
342.460489,-69.4668945
342.457772,-69.4669078
342.455056,-69.4669211
342.45234,-69.4669343
342.449624,-69.4669475
342.446909,-69.4669607
342.444194,-69.4669738
342.44148,-69.4669868
342.438766,-69.4669998
342.436053,-69.4670128
342.433341,-69.4670258
342.430628,-69.4670387
342.427917,-69.4670515
342.425206,-69.4670643
342.422495,-69.4670771
342.419785,-69.4670898
342.417075,-69.4671025
342.414366,-69.4671152
342.411657,-69.4671278
342.408949,-69.4671404
342.406241,-69.4671529
342.403534,-69.4671654
342.400827,-69.4671778
342.398121,-69.4671902
342.395415,-69.4672026
342.39271,-69.4672149
342.390005,-69.4672272
342.387301,-69.4672394
342.384597,-69.4672516
342.381894,-69.4672638
342.379191,-69.4672759
342.376489,-69.467288
342.373787,-69.4673
342.371085,-69.467312
342.368385,-69.467324
342.365684,-69.4673359
342.362984,-69.4673478
342.360285,-69.4673596
342.357586,-69.4673714
342.354888,-69.4673831
342.35219,-69.4673948
342.349492,-69.4674065
342.346795,-69.4674181
342.344099,-69.4674297
342.341403,-69.4674413
342.338707,-69.4674528
342.336012,-69.4674643
342.333318,-69.4674757
342.330624,-69.4674871
342.327957,-69.4674983
342.654448,-69.4649179
342.651696,-69.4649342
342.648944,-69.4649505
342.646192,-69.4649667
342.643441,-69.4649829
342.640691,-69.464999
342.637941,-69.4650151
342.635191,-69.4650311
342.632442,-69.4650471
342.629694,-69.4650631
342.626946,-69.465079
342.624198,-69.4650949
342.621451,-69.4651107
342.618705,-69.4651265
342.615959,-69.4651423
342.613213,-69.465158
342.610468,-69.4651736
342.607724,-69.4651893
342.60498,-69.4652048
342.602236,-69.4652204
342.599494,-69.4652359
342.596751,-69.4652513
342.594009,-69.4652667
342.591268,-69.4652821
342.588527,-69.4652974
342.585786,-69.4653127
342.583046,-69.4653279
342.580307,-69.4653431
342.577568,-69.4653583
342.57483,-69.4653734
342.572092,-69.4653885
342.569354,-69.4654035
342.566617,-69.4654185
342.563881,-69.4654334
342.561145,-69.4654483
342.55841,-69.4654632
342.555675,-69.465478
342.55294,-69.4654927
342.550206,-69.4655075
342.547473,-69.4655222
342.54474,-69.4655368
342.542008,-69.4655514
342.539276,-69.465566
342.536544,-69.4655805
342.533814,-69.465595
342.531083,-69.4656094
342.528353,-69.4656238
342.525624,-69.4656381
342.522895,-69.4656524
342.520167,-69.4656667
342.517439,-69.4656809
342.514711,-69.4656951
342.511984,-69.4657093
342.509258,-69.4657234
342.506532,-69.4657374
342.503807,-69.4657514
342.501082,-69.4657654
342.498357,-69.4657793
342.495633,-69.4657932
342.49291,-69.4658071
342.490187,-69.4658209
342.487465,-69.4658346
342.484743,-69.4658484
342.482021,-69.465862
342.4793,-69.4658757
342.47658,-69.4658893
342.47386,-69.4659028
342.47114,-69.4659163
342.468421,-69.4659298
342.465703,-69.4659432
342.462985,-69.4659566
342.460267,-69.46597
342.45755,-69.4659833
342.454834,-69.4659966
342.452118,-69.4660098
342.449403,-69.466023
342.446688,-69.4660361
342.443973,-69.4660492
342.441259,-69.4660623
342.438545,-69.4660753
342.435832,-69.4660883
342.43312,-69.4661012
342.430408,-69.4661141
342.427696,-69.4661269
342.424985,-69.4661398
342.422275,-69.4661525
342.419565,-69.4661653
342.416855,-69.4661779
342.414146,-69.4661906
342.411437,-69.4662032
342.408729,-69.4662158
342.406022,-69.4662283
342.403315,-69.4662408
342.400608,-69.4662532
342.397902,-69.4662656
342.395196,-69.466278
342.392491,-69.4662903
342.389786,-69.4663026
342.387082,-69.4663148
342.384379,-69.466327
342.381675,-69.4663392
342.378973,-69.4663513
342.376271,-69.4663633
342.373569,-69.4663754
342.370868,-69.4663874
342.368167,-69.4663993
342.365467,-69.4664112
342.362767,-69.4664231
342.360068,-69.4664349
342.357369,-69.4664467
342.354671,-69.4664585
342.351973,-69.4664702
342.349275,-69.4664818
342.346579,-69.4664935
342.343882,-69.4665051
342.341186,-69.4665166
342.338491,-69.4665281
342.335796,-69.4665396
342.333102,-69.466551
342.330408,-69.4665624
342.327741,-69.4665736
342.65422,-69.4639939
342.651468,-69.4640102
342.648716,-69.4640265
342.645965,-69.4640427
342.643214,-69.4640588
342.640463,-69.464075
342.637713,-69.4640911
342.634964,-69.4641071
342.632215,-69.4641231
342.629467,-69.4641391
342.626719,-69.464155
342.623972,-69.4641708
342.621225,-69.4641867
342.618478,-69.4642025
342.615732,-69.4642182
342.612987,-69.4642339
342.610242,-69.4642496
342.607498,-69.4642652
342.604754,-69.4642808
342.602011,-69.4642963
342.599268,-69.4643118
342.596526,-69.4643272
342.593784,-69.4643426
342.591043,-69.464358
342.588302,-69.4643733
342.585561,-69.4643886
342.582822,-69.4644038
342.580082,-69.464419
342.577344,-69.4644342
342.574605,-69.4644493
342.571867,-69.4644643
342.56913,-69.4644793
342.566393,-69.4644943
342.563657,-69.4645093
342.560921,-69.4645242
342.558186,-69.464539
342.555451,-69.4645538
342.552717,-69.4645686
342.549983,-69.4645833
342.54725,-69.464598
342.544517,-69.4646126
342.541785,-69.4646272
342.539053,-69.4646418
342.536322,-69.4646563
342.533591,-69.4646708
342.530861,-69.4646852
342.528131,-69.4646996
342.525402,-69.4647139
342.522673,-69.4647282
342.519945,-69.4647425
342.517217,-69.4647567
342.514489,-69.4647709
342.511763,-69.464785
342.509036,-69.4647991
342.506311,-69.4648132
342.503585,-69.4648272
342.500861,-69.4648412
342.498136,-69.4648551
342.495412,-69.464869
342.492689,-69.4648828
342.489966,-69.4648966
342.487244,-69.4649104
342.484522,-69.4649241
342.481801,-69.4649378
342.47908,-69.4649514
342.47636,-69.464965
342.47364,-69.4649786
342.470921,-69.4649921
342.468202,-69.4650055
342.465483,-69.465019
342.462766,-69.4650323
342.460048,-69.4650457
342.457331,-69.465059
342.454615,-69.4650723
342.451899,-69.4650855
342.449184,-69.4650987
342.446469,-69.4651118
342.443754,-69.4651249
342.441041,-69.4651379
342.438327,-69.465151
342.435614,-69.4651639
342.432902,-69.4651769
342.43019,-69.4651898
342.427478,-69.4652026
342.424768,-69.4652154
342.422057,-69.4652282
342.419347,-69.4652409
342.416638,-69.4652536
342.413929,-69.4652662
342.41122,-69.4652788
342.408512,-69.4652914
342.405805,-69.4653039
342.403098,-69.4653164
342.400391,-69.4653288
342.397685,-69.4653412
342.39498,-69.4653536
342.392275,-69.4653659
342.38957,-69.4653782
342.386866,-69.4653904
342.384163,-69.4654026
342.38146,-69.4654147
342.378757,-69.4654269
342.376055,-69.4654389
342.373353,-69.465451
342.370652,-69.4654629
342.367952,-69.4654749
342.365252,-69.4654868
342.362552,-69.4654987
342.359853,-69.4655105
342.357154,-69.4655223
342.354456,-69.465534
342.351758,-69.4655457
342.349061,-69.4655574
342.346364,-69.465569
342.343668,-69.4655806
342.340972,-69.4655921
342.338277,-69.4656036
342.335582,-69.4656151
342.332888,-69.4656265
342.330194,-69.4656379
342.327528,-69.4656491
342.653993,-69.4630697
342.651241,-69.463086
342.648489,-69.4631023
342.645738,-69.4631185
342.642987,-69.4631347
342.640236,-69.4631508
342.637487,-69.4631669
342.634737,-69.4631829
342.631989,-69.4631989
342.62924,-69.4632149
342.626493,-69.4632308
342.623745,-69.4632467
342.620999,-69.4632625
342.618252,-69.4632783
342.615507,-69.463294
342.612762,-69.4633097
342.610017,-69.4633254
342.607273,-69.463341
342.604529,-69.4633565
342.601786,-69.4633721
342.599043,-69.4633876
342.596301,-69.463403
342.593559,-69.4634184
342.590818,-69.4634338
342.588077,-69.4634491
342.585337,-69.4634643
342.582597,-69.4634796
342.579858,-69.4634948
342.57712,-69.4635099
342.574381,-69.463525
342.571644,-69.4635401
342.568907,-69.4635551
342.56617,-69.4635701
342.563434,-69.463585
342.560698,-69.4635999
342.557963,-69.4636147
342.555228,-69.4636295
342.552494,-69.4636443
342.54976,-69.463659
342.547027,-69.4636737
342.544295,-69.4636883
342.541562,-69.4637029
342.538831,-69.4637175
342.5361,-69.463732
342.533369,-69.4637465
342.530639,-69.4637609
342.527909,-69.4637753
342.52518,-69.4637896
342.522451,-69.4638039
342.519723,-69.4638182
342.516995,-69.4638324
342.514268,-69.4638466
342.511542,-69.4638607
342.508815,-69.4638748
342.50609,-69.4638888
342.503365,-69.4639028
342.50064,-69.4639168
342.497916,-69.4639307
342.495192,-69.4639446
342.492469,-69.4639584
342.489746,-69.4639722
342.487024,-69.463986
342.484302,-69.4639997
342.481581,-69.4640134
342.47886,-69.464027
342.47614,-69.4640406
342.473421,-69.4640542
342.470701,-69.4640677
342.467983,-69.4640811
342.465264,-69.4640945
342.462547,-69.4641079
342.459829,-69.4641213
342.457113,-69.4641346
342.454396,-69.4641478
342.451681,-69.464161
342.448965,-69.4641742
342.446251,-69.4641874
342.443536,-69.4642004
342.440823,-69.4642135
342.438109,-69.4642265
342.435397,-69.4642395
342.432684,-69.4642524
342.429973,-69.4642653
342.427261,-69.4642781
342.42455,-69.4642909
342.42184,-69.4643037
342.41913,-69.4643164
342.416421,-69.4643291
342.413712,-69.4643417
342.411004,-69.4643543
342.408296,-69.4643669
342.405589,-69.4643794
342.402882,-69.4643919
342.400175,-69.4644043
342.397469,-69.4644167
342.394764,-69.4644291
342.392059,-69.4644414
342.389355,-69.4644536
342.386651,-69.4644659
342.383947,-69.4644781
342.381244,-69.4644902
342.378542,-69.4645023
342.37584,-69.4645144
342.373139,-69.4645264
342.370438,-69.4645384
342.367737,-69.4645503
342.365037,-69.4645622
342.362338,-69.4645741
342.359639,-69.4645859
342.35694,-69.4645977
342.354242,-69.4646094
342.351544,-69.4646211
342.348847,-69.4646328
342.346151,-69.4646444
342.343455,-69.464656
342.340759,-69.4646675
342.338064,-69.464679
342.335369,-69.4646905
342.332675,-69.4647019
342.329981,-69.4647133
342.327315,-69.4647245
342.653766,-69.4621455
342.651014,-69.4621617
342.648262,-69.462178
342.645511,-69.4621942
342.64276,-69.4622104
342.64001,-69.4622265
342.637261,-69.4622426
342.634512,-69.4622586
342.631763,-69.4622746
342.629015,-69.4622906
342.626267,-69.4623065
342.62352,-69.4623223
342.620773,-69.4623381
342.618027,-69.4623539
342.615282,-69.4623697
342.612537,-69.4623854
342.609792,-69.462401
342.607048,-69.4624166
342.604304,-69.4624322
342.601561,-69.4624477
342.598819,-69.4624632
342.596077,-69.4624786
342.593335,-69.462494
342.590594,-69.4625094
342.587853,-69.4625247
342.585113,-69.4625399
342.582374,-69.4625552
342.579635,-69.4625704
342.576896,-69.4625855
342.574158,-69.4626006
342.571421,-69.4626156
342.568684,-69.4626307
342.565947,-69.4626456
342.563211,-69.4626606
342.560475,-69.4626754
342.55774,-69.4626903
342.555006,-69.4627051
342.552272,-69.4627199
342.549538,-69.4627346
342.546805,-69.4627492
342.544073,-69.4627639
342.541341,-69.4627785
342.538609,-69.462793
342.535878,-69.4628075
342.533148,-69.462822
342.530417,-69.4628364
342.527688,-69.4628508
342.524959,-69.4628651
342.52223,-69.4628794
342.519502,-69.4628937
342.516775,-69.4629079
342.514048,-69.4629221
342.511321,-69.4629362
342.508595,-69.4629503
342.50587,-69.4629643
342.503145,-69.4629783
342.50042,-69.4629923
342.497696,-69.4630062
342.494972,-69.4630201
342.492249,-69.4630339
342.489527,-69.4630477
342.486805,-69.4630615
342.484083,-69.4630752
342.481362,-69.4630888
342.478641,-69.4631025
342.475921,-69.4631161
342.473202,-69.4631296
342.470483,-69.4631431
342.467764,-69.4631566
342.465046,-69.46317
342.462328,-69.4631834
342.459611,-69.4631967
342.456895,-69.46321
342.454179,-69.4632232
342.451463,-69.4632365
342.448748,-69.4632496
342.446033,-69.4632628
342.443319,-69.4632759
342.440605,-69.4632889
342.437892,-69.4633019
342.43518,-69.4633149
342.432467,-69.4633278
342.429756,-69.4633407
342.427045,-69.4633535
342.424334,-69.4633663
342.421624,-69.4633791
342.418914,-69.4633918
342.416205,-69.4634045
342.413496,-69.4634171
342.410788,-69.4634297
342.40808,-69.4634423
342.405373,-69.4634548
342.402666,-69.4634672
342.39996,-69.4634797
342.397254,-69.4634921
342.394549,-69.4635044
342.391844,-69.4635167
342.38914,-69.463529
342.386436,-69.4635412
342.383733,-69.4635534
342.38103,-69.4635655
342.378327,-69.4635776
342.375626,-69.4635897
342.372924,-69.4636017
342.370223,-69.4636137
342.367523,-69.4636256
342.364823,-69.4636375
342.362124,-69.4636494
342.359425,-69.4636612
342.356726,-69.463673
342.354029,-69.4636847
342.351331,-69.4636964
342.348634,-69.4637081
342.345938,-69.4637197
342.343242,-69.4637313
342.340546,-69.4637428
342.337851,-69.4637543
342.335157,-69.4637658
342.332463,-69.4637772
342.329769,-69.4637885
342.327103,-69.4637998
342.653539,-69.4612212
342.650787,-69.4612375
342.648036,-69.4612538
342.645285,-69.46127
342.642534,-69.4612861
342.639784,-69.4613023
342.637034,-69.4613183
342.634285,-69.4613344
342.631537,-69.4613504
342.628789,-69.4613663
342.626041,-69.4613822
342.623294,-69.4613981
342.620548,-69.4614139
342.617802,-69.4614297
342.615057,-69.4614454
342.612312,-69.4614611
342.609567,-69.4614767
342.606823,-69.4614923
342.60408,-69.4615079
342.601337,-69.4615234
342.598594,-69.4615389
342.595852,-69.4615543
342.593111,-69.4615697
342.59037,-69.4615851
342.587629,-69.4616004
342.58489,-69.4616156
342.58215,-69.4616309
342.579411,-69.461646
342.576673,-69.4616612
342.573935,-69.4616763
342.571197,-69.4616913
342.56846,-69.4617063
342.565724,-69.4617213
342.562988,-69.4617362
342.560253,-69.4617511
342.557518,-69.4617659
342.554783,-69.4617807
342.552049,-69.4617955
342.549316,-69.4618102
342.546583,-69.4618249
342.543851,-69.4618395
342.541119,-69.4618541
342.538387,-69.4618686
342.535656,-69.4618831
342.532926,-69.4618976
342.530196,-69.461912
342.527467,-69.4619264
342.524738,-69.4619407
342.522009,-69.461955
342.519281,-69.4619693
342.516554,-69.4619835
342.513827,-69.4619976
342.511101,-69.4620118
342.508375,-69.4620259
342.505649,-69.4620399
342.502924,-69.4620539
342.5002,-69.4620679
342.497476,-69.4620818
342.494753,-69.4620956
342.49203,-69.4621095
342.489307,-69.4621233
342.486585,-69.462137
342.483864,-69.4621507
342.481143,-69.4621644
342.478422,-69.462178
342.475702,-69.4621916
342.472983,-69.4622051
342.470264,-69.4622186
342.467546,-69.4622321
342.464828,-69.4622455
342.46211,-69.4622589
342.459393,-69.4622722
342.456677,-69.4622855
342.453961,-69.4622988
342.451245,-69.462312
342.44853,-69.4623251
342.445816,-69.4623383
342.443102,-69.4623513
342.440388,-69.4623644
342.437675,-69.4623774
342.434962,-69.4623903
342.43225,-69.4624033
342.429539,-69.4624161
342.426828,-69.462429
342.424117,-69.4624418
342.421407,-69.4624545
342.418698,-69.4624672
342.415989,-69.4624799
342.41328,-69.4624925
342.410572,-69.4625051
342.407864,-69.4625177
342.405157,-69.4625302
342.40245,-69.4625427
342.399744,-69.4625551
342.397039,-69.4625675
342.394334,-69.4625798
342.391629,-69.4625921
342.388925,-69.4626044
342.386221,-69.4626166
342.383518,-69.4626288
342.380815,-69.4626409
342.378113,-69.462653
342.375411,-69.4626651
342.37271,-69.4626771
342.370009,-69.4626891
342.367309,-69.462701
342.364609,-69.4627129
342.36191,-69.4627248
342.359211,-69.4627366
342.356513,-69.4627484
342.353815,-69.4627601
342.351118,-69.4627718
342.348421,-69.4627834
342.345725,-69.462795
342.343029,-69.4628066
342.340333,-69.4628181
342.337639,-69.4628296
342.334944,-69.4628411
342.33225,-69.4628525
342.329557,-69.4628639
342.326891,-69.4628751
342.653312,-69.4602973
342.65056,-69.4603135
342.647809,-69.4603298
342.645058,-69.460346
342.642307,-69.4603621
342.639557,-69.4603783
342.636808,-69.4603943
342.634059,-69.4604104
342.631311,-69.4604263
342.628563,-69.4604423
342.625815,-69.4604582
342.623069,-69.460474
342.620322,-69.4604899
342.617576,-69.4605056
342.614831,-69.4605214
342.612086,-69.460537
342.609342,-69.4605527
342.606598,-69.4605683
342.603855,-69.4605838
342.601112,-69.4605994
342.598369,-69.4606148
342.595628,-69.4606303
342.592886,-69.4606456
342.590145,-69.460661
342.587405,-69.4606763
342.584665,-69.4606915
342.581926,-69.4607068
342.579187,-69.4607219
342.576449,-69.4607371
342.573711,-69.4607522
342.570974,-69.4607672
342.568237,-69.4607822
342.565501,-69.4607972
342.562765,-69.4608121
342.56003,-69.460827
342.557295,-69.4608418
342.55456,-69.4608566
342.551827,-69.4608714
342.549093,-69.4608861
342.546361,-69.4609007
342.543628,-69.4609154
342.540896,-69.4609299
342.538165,-69.4609445
342.535434,-69.460959
342.532704,-69.4609734
342.529974,-69.4609878
342.527245,-69.4610022
342.524516,-69.4610165
342.521788,-69.4610308
342.51906,-69.4610451
342.516333,-69.4610593
342.513606,-69.4610734
342.51088,-69.4610876
342.508154,-69.4611016
342.505429,-69.4611157
342.502704,-69.4611297
342.49998,-69.4611436
342.497256,-69.4611575
342.494532,-69.4611714
342.49181,-69.4611852
342.489087,-69.461199
342.486365,-69.4612128
342.483644,-69.4612265
342.480923,-69.4612401
342.478203,-69.4612538
342.475483,-69.4612673
342.472764,-69.4612809
342.470045,-69.4612944
342.467327,-69.4613078
342.464609,-69.4613212
342.461891,-69.4613346
342.459174,-69.4613479
342.456458,-69.4613612
342.453742,-69.4613745
342.451027,-69.4613877
342.448312,-69.4614008
342.445598,-69.461414
342.442884,-69.461427
342.44017,-69.4614401
342.437457,-69.4614531
342.434745,-69.461466
342.432033,-69.4614789
342.429322,-69.4614918
342.426611,-69.4615047
342.4239,-69.4615174
342.42119,-69.4615302
342.418481,-69.4615429
342.415772,-69.4615556
342.413063,-69.4615682
342.410355,-69.4615808
342.407648,-69.4615933
342.404941,-69.4616058
342.402234,-69.4616183
342.399528,-69.4616307
342.396823,-69.4616431
342.394118,-69.4616554
342.391413,-69.4616677
342.388709,-69.46168
342.386006,-69.4616922
342.383303,-69.4617044
342.3806,-69.4617165
342.377898,-69.4617286
342.375196,-69.4617407
342.372495,-69.4617527
342.369795,-69.4617647
342.367095,-69.4617766
342.364395,-69.4617885
342.361696,-69.4618003
342.358997,-69.4618122
342.356299,-69.4618239
342.353601,-69.4618357
342.350904,-69.4618473
342.348207,-69.461859
342.345511,-69.4618706
342.342815,-69.4618822
342.34012,-69.4618937
342.337425,-69.4619052
342.334731,-69.4619166
342.332037,-69.461928
342.329344,-69.4619394
342.326678,-69.4619506
342.653084,-69.4593733
342.650333,-69.4593896
342.647581,-69.4594058
342.64483,-69.459422
342.64208,-69.4594382
342.63933,-69.4594543
342.636581,-69.4594704
342.633832,-69.4594864
342.631084,-69.4595024
342.628336,-69.4595183
342.625589,-69.4595342
342.622842,-69.4595501
342.620096,-69.4595659
342.61735,-69.4595816
342.614605,-69.4595974
342.61186,-69.459613
342.609116,-69.4596287
342.606372,-69.4596443
342.603629,-69.4596598
342.600886,-69.4596753
342.598144,-69.4596908
342.595403,-69.4597062
342.592661,-69.4597216
342.589921,-69.459737
342.58718,-69.4597523
342.584441,-69.4597675
342.581702,-69.4597827
342.578963,-69.4597979
342.576225,-69.459813
342.573487,-69.4598281
342.57075,-69.4598431
342.568013,-69.4598581
342.565277,-69.4598731
342.562541,-69.459888
342.559806,-69.4599029
342.557071,-69.4599177
342.554337,-69.4599325
342.551604,-69.4599473
342.54887,-69.459962
342.546138,-69.4599766
342.543406,-69.4599913
342.540674,-69.4600058
342.537943,-69.4600204
342.535212,-69.4600349
342.532482,-69.4600493
342.529752,-69.4600637
342.527023,-69.4600781
342.524294,-69.4600924
342.521566,-69.4601067
342.518839,-69.4601209
342.516111,-69.4601351
342.513385,-69.4601493
342.510659,-69.4601634
342.507933,-69.4601775
342.505208,-69.4601915
342.502483,-69.4602055
342.499759,-69.4602195
342.497035,-69.4602334
342.494312,-69.4602472
342.491589,-69.4602611
342.488867,-69.4602748
342.486145,-69.4602886
342.483424,-69.4603023
342.480703,-69.4603159
342.477983,-69.4603296
342.475263,-69.4603431
342.472544,-69.4603567
342.469826,-69.4603702
342.467107,-69.4603836
342.46439,-69.460397
342.461672,-69.4604104
342.458956,-69.4604237
342.456239,-69.460437
342.453524,-69.4604502
342.450808,-69.4604634
342.448094,-69.4604766
342.445379,-69.4604897
342.442666,-69.4605028
342.439952,-69.4605158
342.437239,-69.4605288
342.434527,-69.4605418
342.431815,-69.4605547
342.429104,-69.4605676
342.426393,-69.4605804
342.423683,-69.4605932
342.420973,-69.4606059
342.418264,-69.4606186
342.415555,-69.4606313
342.412847,-69.4606439
342.410139,-69.4606565
342.407431,-69.460669
342.404724,-69.4606815
342.402018,-69.460694
342.399312,-69.4607064
342.396607,-69.4607188
342.393902,-69.4607311
342.391197,-69.4607434
342.388494,-69.4607557
342.38579,-69.4607679
342.383087,-69.4607801
342.380385,-69.4607922
342.377683,-69.4608043
342.374981,-69.4608163
342.37228,-69.4608283
342.36958,-69.4608403
342.36688,-69.4608522
342.36418,-69.4608641
342.361481,-69.460876
342.358783,-69.4608878
342.356085,-69.4608996
342.353387,-69.4609113
342.35069,-69.460923
342.347993,-69.4609346
342.345297,-69.4609462
342.342602,-69.4609578
342.339907,-69.4609693
342.337212,-69.4609808
342.334518,-69.4609922
342.331824,-69.4610036
342.329131,-69.461015
342.326465,-69.4610262
342.652852,-69.4584501
342.6501,-69.4584663
342.647349,-69.4584826
342.644599,-69.4584988
342.641848,-69.4585149
342.639099,-69.458531
342.63635,-69.4585471
342.633601,-69.4585631
342.630853,-69.4585791
342.628105,-69.458595
342.625358,-69.4586109
342.622611,-69.4586268
342.619865,-69.4586426
342.61712,-69.4586583
342.614375,-69.458674
342.61163,-69.4586897
342.608886,-69.4587054
342.606142,-69.4587209
342.603399,-69.4587365
342.600657,-69.458752
342.597915,-69.4587675
342.595173,-69.4587829
342.592432,-69.4587983
342.589691,-69.4588136
342.586951,-69.4588289
342.584212,-69.4588441
342.581473,-69.4588594
342.578734,-69.4588745
342.575996,-69.4588896
342.573258,-69.4589047
342.570521,-69.4589198
342.567785,-69.4589348
342.565049,-69.4589497
342.562313,-69.4589646
342.559578,-69.4589795
342.556844,-69.4589943
342.55411,-69.4590091
342.551376,-69.4590239
342.548643,-69.4590386
342.54591,-69.4590532
342.543178,-69.4590678
342.540447,-69.4590824
342.537716,-69.4590969
342.534985,-69.4591114
342.532255,-69.4591259
342.529526,-69.4591403
342.526797,-69.4591546
342.524068,-69.459169
342.52134,-69.4591832
342.518612,-69.4591975
342.515885,-69.4592117
342.513159,-69.4592258
342.510433,-69.45924
342.507707,-69.459254
342.504982,-69.4592681
342.502258,-69.459282
342.499533,-69.459296
342.49681,-69.4593099
342.494087,-69.4593237
342.491364,-69.4593376
342.488642,-69.4593513
342.485921,-69.4593651
342.4832,-69.4593788
342.480479,-69.4593924
342.477759,-69.459406
342.475039,-69.4594196
342.47232,-69.4594331
342.469602,-69.4594466
342.466883,-69.4594601
342.464166,-69.4594735
342.461449,-69.4594868
342.458732,-69.4595002
342.456016,-69.4595134
342.4533,-69.4595267
342.450585,-69.4595399
342.447871,-69.459553
342.445156,-69.4595661
342.442443,-69.4595792
342.43973,-69.4595923
342.437017,-69.4596052
342.434305,-69.4596182
342.431593,-69.4596311
342.428882,-69.459644
342.426171,-69.4596568
342.423461,-69.4596696
342.420751,-69.4596823
342.418042,-69.459695
342.415333,-69.4597077
342.412625,-69.4597203
342.409917,-69.4597329
342.40721,-69.4597454
342.404503,-69.4597579
342.401797,-69.4597704
342.399091,-69.4597828
342.396386,-69.4597952
342.393681,-69.4598075
342.390977,-69.4598198
342.388273,-69.459832
342.38557,-69.4598442
342.382867,-69.4598564
342.380165,-69.4598685
342.377463,-69.4598806
342.374762,-69.4598927
342.372061,-69.4599047
342.36936,-69.4599167
342.36666,-69.4599286
342.363961,-69.4599405
342.361262,-69.4599523
342.358564,-69.4599641
342.355866,-69.4599759
342.353168,-69.4599876
342.350471,-69.4599993
342.347775,-69.4600109
342.345079,-69.4600225
342.342383,-69.4600341
342.339688,-69.4600456
342.336994,-69.4600571
342.3343,-69.4600685
342.331606,-69.4600799
342.328913,-69.4600913
342.326248,-69.4601025
342.65262,-69.4575268
342.649868,-69.4575431
342.647117,-69.4575593
342.644367,-69.4575755
342.641617,-69.4575916
342.638867,-69.4576077
342.636118,-69.4576238
342.63337,-69.4576398
342.630622,-69.4576558
342.627874,-69.4576717
342.625127,-69.4576876
342.622381,-69.4577034
342.619635,-69.4577192
342.616889,-69.457735
342.614144,-69.4577507
342.6114,-69.4577664
342.608656,-69.457782
342.605912,-69.4577976
342.603169,-69.4578132
342.600427,-69.4578287
342.597685,-69.4578441
342.594943,-69.4578595
342.592202,-69.4578749
342.589462,-69.4578902
342.586722,-69.4579055
342.583983,-69.4579208
342.581244,-69.457936
342.578505,-69.4579512
342.575767,-69.4579663
342.57303,-69.4579813
342.570293,-69.4579964
342.567556,-69.4580114
342.56482,-69.4580263
342.562085,-69.4580412
342.55935,-69.4580561
342.556616,-69.4580709
342.553882,-69.4580857
342.551148,-69.4581004
342.548415,-69.4581151
342.545683,-69.4581298
342.542951,-69.4581444
342.54022,-69.458159
342.537489,-69.4581735
342.534758,-69.458188
342.532028,-69.4582024
342.529299,-69.4582168
342.52657,-69.4582312
342.523842,-69.4582455
342.521114,-69.4582598
342.518386,-69.458274
342.515659,-69.4582882
342.512933,-69.4583024
342.510207,-69.4583165
342.507482,-69.4583306
342.504757,-69.4583446
342.502032,-69.4583586
342.499308,-69.4583725
342.496585,-69.4583864
342.493862,-69.4584003
342.491139,-69.4584141
342.488417,-69.4584278
342.485696,-69.4584416
342.482975,-69.4584553
342.480255,-69.4584689
342.477535,-69.4584825
342.474815,-69.4584961
342.472096,-69.4585096
342.469378,-69.4585231
342.46666,-69.4585365
342.463942,-69.4585499
342.461225,-69.4585633
342.458509,-69.4585766
342.455793,-69.4585899
342.453077,-69.4586031
342.450362,-69.4586163
342.447648,-69.4586295
342.444934,-69.4586426
342.44222,-69.4586557
342.439507,-69.4586687
342.436794,-69.4586817
342.434082,-69.4586946
342.431371,-69.4587075
342.42866,-69.4587204
342.425949,-69.4587332
342.423239,-69.458746
342.42053,-69.4587587
342.41782,-69.4587714
342.415112,-69.4587841
342.412404,-69.4587967
342.409696,-69.4588093
342.406989,-69.4588218
342.404282,-69.4588343
342.401576,-69.4588468
342.398871,-69.4588592
342.396165,-69.4588715
342.393461,-69.4588839
342.390757,-69.4588961
342.388053,-69.4589084
342.38535,-69.4589206
342.382647,-69.4589328
342.379945,-69.4589449
342.377243,-69.458957
342.374542,-69.458969
342.371841,-69.458981
342.369141,-69.458993
342.366441,-69.4590049
342.363742,-69.4590168
342.361043,-69.4590286
342.358345,-69.4590404
342.355647,-69.4590522
342.35295,-69.4590639
342.350253,-69.4590756
342.347556,-69.4590872
342.344861,-69.4590988
342.342165,-69.4591104
342.33947,-69.4591219
342.336776,-69.4591334
342.334082,-69.4591448
342.331389,-69.4591562
342.328696,-69.4591675
342.32603,-69.4591787
